City,Description,Temperature (°C),Feels Like (°C),Minimum Temp (°C),Maximum Temp (°C),Pressure,Humidity,Wind Speed,Time of Record,Sunrise (Local Time),Sunset (Local Time)
Phnom Penh,overcast clouds,27.0,29.74,27.0,27.0,1007,80,3.54,2025-08-31 14:06:10,2025-08-30 22:50:19,2025-08-31 11:11:30
